"id","corporate_num","name","postal_code","address","prefecture_name","city_name","president_name","capital","employees","established_date","listed","facebook_url","twitter_url","president_phone_number","web_url","created_at","updated_at","phone_number","industry_code","is_reflected"
17,9060001013417,"株式会社　浜屋組",,"栃木県矢板市本町12-6_","栃木県","矢板市","岩見　高士",4140,154,"1962-10-11",,,,,"http://www.hamayagumi.co.jp","2020-04-30 20:34:07.361571","2020-05-02 16:10:06.595713","0287-43-1181",,1
18,7010001061406,"東京石灰工業　株式会社　佐野工場",,"東京都中央区日本橋茅場町2-2-1東石ビル","東京都","中央区","菊池宏行",3000,135,"1941-08-01",,,,,"http://toseki.com","2020-04-30 20:34:07.365016","2020-05-02 16:10:06.613184",,,1
19,1070001029493,"関綜エンジニアリング株式会社",,"栃木県足利市南町4254-3ニューミヤコホテル1F","栃木県","足利市",,9000,,"2014-04-30",,,,,"https://www.kanso-eng.co.jp/business.html","2020-04-30 20:34:07.36845","2020-05-02 16:10:06.62679",,,1
20,1060001022557,"株式会社ゼスト",,"栃木県那須塩原市井口495-24_","栃木県","那須塩原市","人見　充",30,3,"2011-02-07",,,,,"http://www.zest-home.com/","2020-04-30 20:34:07.371632","2020-05-02 16:10:06.647126","0287-37-9919",,1
21,2060001012219,"株式会社　栃木中村",,"栃木県那須塩原市二区町458_","栃木県","那須塩原市","中村　亨",1000,8,"1991-03-01",,,,,"http://tochigi-nakamura.com/company/","2020-04-30 20:34:07.375023","2020-05-02 16:10:06.6717","0287-36-8990",,1
22,4250001002966,"三成建設　株式会社",,"山口県宇部市大字妻崎開作1050_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.377996","2020-05-02 16:10:06.683409",,,1
23,4250001002966,"三成建設　株式会社",,"山口県宇部市大字妻崎開作1050_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.381195","2020-05-02 16:10:06.705915",,,1
24,9250001010031,"中川産業　株式会社",,"山口県周南市三笹町6-19_","山口県","周南市",,,,,,,,,,"2020-04-30 20:34:07.384396","2020-05-02 16:10:06.716171",,,1
25,5250002016683,"第三工業　株式会社",,"山口県周南市政所3-13-11政所ビル2階","山口県","周南市",,,,,,,,,,"2020-04-30 20:34:07.38761","2020-05-02 16:10:06.72619",,,1
26,8250001010032,"ナカガワシステム　株式会社",,"山口県周南市三笹町6-19_","山口県","周南市",,,,,,,,,,"2020-04-30 20:34:07.390779","2020-05-02 16:10:06.736776",,,1
27,9250005002990,"医療法人社団　豊美会",,"山口県美祢市美東町真名2941_","山口県","美祢市",,,,,,,,,,"2020-04-30 20:34:07.394674","2020-05-02 16:10:06.750486",,,1
28,1250005005984,"医療法人社団　新生会",,"山口県岩国市麻里布町3-5-5_","山口県","岩国市",,,,,,,,,,"2020-04-30 20:34:07.398957","2020-05-02 16:10:06.761373",,,1
29,1250001002333,"株式会社　オートバックス山口",,"山口県山口市阿知須4696_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.402123","2020-05-02 16:10:06.771101",,,1
30,1250001002333,"株式会社　オートバックス山口",,"山口県山口市阿知須4696_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.405191","2020-05-02 16:10:06.79329",,,1
31,1250001002333,"株式会社　オートバックス山口",,"山口県山口市阿知須4696_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.408343","2020-05-02 16:10:06.815174",,,1
32,1250001002333,"株式会社　オートバックス山口",,"山口県山口市阿知須4696_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.412814","2020-05-02 16:10:06.831015",,,1
33,1250001002333,"株式会社　オートバックス山口",,"山口県山口市阿知須4696_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.417184","2020-05-02 16:10:06.845352",,,1
34,8250001009438,"金子石材　株式会社",,"山口県下松市美里町4-6-29_","山口県","下松市",,,,,,,,,,"2020-04-30 20:34:07.420462","2020-05-02 16:10:06.857413",,,1
35,5250001011140,"株式会社　イワナミ",,"山口県岩国市門前町3-17-11_","山口県","岩国市",,,,,,,,,,"2020-04-30 20:34:07.423189","2020-05-02 16:10:06.86818",,,1
36,5250001002230,"防府通運　株式会社",,"山口県防府市大字浜方114-2_","山口県","防府市",,,,,,,,,,"2020-04-30 20:34:07.426447","2020-05-02 16:10:06.878533",,,1
37,5250005001344,"医療法人社団　向陽会",,"山口県山口市阿知須4241-4_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.442041","2020-05-02 16:10:06.888576",,,1
38,7250005004618,"医療法人社団　福寿会",,"山口県長門市日置中2490_","山口県","長門市",,,,,,,,,,"2020-04-30 20:34:07.446252","2020-05-02 16:10:06.910141",,,1
39,4250001004038,"株式会社　三和システム",,"山口県宇部市文京町2-17_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.44993","2020-05-02 16:10:06.920978",,,1
40,6250001003236,"三和興産　株式会社",,"山口県宇部市文京町2-17_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.452961","2020-05-02 16:10:06.932552",,,1
41,8250002013430,"株式会社　萩城観光ホテル",,"山口県萩市大字堀内菊ヶ浜482-2_","山口県","萩市",,,,,,,,,,"2020-04-30 20:34:07.455688","2020-05-02 16:10:06.944004",,,1
42,6250001003665,"ヤマサンガス　株式会社",,"山口県宇部市琴芝町1-1-25_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.461173","2020-05-02 16:10:06.954839",,,1
43,6250001003665,"ヤマサンガス　株式会社",,"山口県宇部市琴芝町1-1-25_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.46405","2020-05-02 16:10:06.969165",,,1
44,9250002001946,"有限会社　タカノホーム・スイート",,"山口県山口市大内御堀5-19-10_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.466949","2020-05-02 16:10:06.981623",,,1
45,6250005001500,"社会福祉法人　周陽福祉会",,"山口県防府市岸津2-24-20_","山口県","防府市",,,,,,,,,,"2020-04-30 20:34:07.469791","2020-05-02 16:10:06.994038",,,1
46,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.472769","2020-05-02 16:10:07.013389",,,1
47,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.475878","2020-05-02 16:10:07.028517",,,1
48,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.479446","2020-05-02 16:10:07.043551",,,1
49,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.483425","2020-05-02 16:10:07.058615",,,1
50,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.486761","2020-05-02 16:10:07.074049",,,1
51,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.489892","2020-05-02 16:10:07.088247",,,1
52,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.492993","2020-05-02 16:10:07.111082",,,1
53,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.495798","2020-05-02 16:10:07.126337",,,1
54,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.49848","2020-05-02 16:10:07.140947",,,1
55,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.509594","2020-05-02 16:10:07.155284",,,1
56,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.513906","2020-05-02 16:10:07.169529",,,1
57,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.51693","2020-05-02 16:10:07.183466",,,1
58,8250001006113,"西日本オフィスメーション　株式会社",,"福岡県福岡市博多区東光2-18-2_","福岡県","福岡市博多区",,,,,,,,,,"2020-04-30 20:34:07.519816","2020-05-02 16:10:07.201903",,,1
59,8250001012978,"株式会社　フジマ",,"山口県柳井市柳井987_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:34:07.522486","2020-05-02 16:10:07.216602",,,1
60,6250002014100,"有限会社　観光ホテル山村屋",,"山口県長門市深川湯本字川尻533-1_","山口県","長門市",,,,,,,,,,"2020-04-30 20:34:07.525691","2020-05-02 16:10:07.229794",,,1
61,3120001132265,"株式会社　山金工業",,"大阪府大阪市阿倍野区阪南町5-23-15西田辺林ビル402","大阪府","大阪市阿倍野区",,,,,,,,,,"2020-04-30 20:34:07.528327","2020-05-02 16:10:07.240954",,,1
62,7250001002880,"ＡＬＳＯＫ山口　株式会社",,"山口県山口市下小鯖2189-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.531397","2020-05-02 16:10:07.251461",,,1
63,4250001001489,"株式会社　アール・ペイザン",,"山口県山口市阿知須7395-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.534333","2020-05-02 16:10:07.26304",,,1
64,3250001010846,"株式会社　アイワテクノ",,"山口県周南市大字須々万本郷53_","山口県","周南市",,,,,,,,,,"2020-04-30 20:34:07.537127","2020-05-02 16:10:07.274442",,,1
65,2250002014517,"有限会社　河三鉄工所",,"山口県下松市末武中1035_","山口県","下松市",,,,,,,,,,"2020-04-30 20:34:07.539687","2020-05-02 16:10:07.285278",,,1
66,2250001008313,"フジミツ　株式会社",,"山口県長門市東深川2537-1_","山口県","長門市",,,,,,,,,,"2020-04-30 20:34:07.543104","2020-05-02 16:10:07.303537",,,1
67,2250001008313,"フジミツ　株式会社",,"山口県長門市東深川2537-1_","山口県","長門市",,,,,,,,,,"2020-04-30 20:34:07.546511","2020-05-02 16:10:07.318095",,,1
68,2250001008313,"フジミツ　株式会社",,"山口県長門市東深川2537-1_","山口県","長門市",,,,,,,,,,"2020-04-30 20:34:07.550533","2020-05-02 16:10:07.33319",,,1
69,5250001004061,"山口教科書供給　株式会社",,"山口県宇部市港町1-12-4_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.553618","2020-05-02 16:10:07.345149",,,1
70,5250001004061,"山口教科書供給　株式会社",,"山口県宇部市港町1-12-4_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.556633","2020-05-02 16:10:07.36052",,,1
71,5250001004061,"山口教科書供給　株式会社",,"山口県宇部市港町1-12-4_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.55998","2020-05-02 16:10:07.377857",,,1
72,9120001041130,"株式会社　アルミネ",,"大阪府大阪市西区阿波座2-3-24_","大阪府","大阪市西区",,,,,,,,,,"2020-04-30 20:34:07.563854","2020-05-02 16:10:07.390541",,,1
73,2250001000344,"株式会社　セイブ電気",,"山口県山口市平井153-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:34:07.568091","2020-05-02 16:10:07.411582",,,1
74,9250001003150,"吉南　株式会社",,"山口県宇部市大字善和字上瀬戸原189-7_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.571153","2020-05-02 16:10:07.424523",,,1
75,9250001003150,"吉南　株式会社",,"山口県宇部市大字善和字上瀬戸原189-7_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.574099","2020-05-02 16:10:07.444244",,,1
76,2250001003149,"吉南運輸　株式会社",,"山口県宇部市大字善和字下石ケ谷459-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.577259","2020-05-02 16:10:07.457502",,,1
77,5250005005948,"医療法人社団　青山会",,"山口県岩国市玖珂町1887_","山口県","岩国市",,,,,,,,,,"2020-04-30 20:34:07.580407","2020-05-02 16:10:07.470269",,,1
78,5250005005948,"医療法人社団　青山会",,"山口県岩国市玖珂町1887_","山口県","岩国市",,,,,,,,,,"2020-04-30 20:34:07.583197","2020-05-02 16:10:07.486023",,,1
79,5250001009069,"徳山興産　株式会社",,"山口県周南市栄町2-31_","山口県","周南市",,,,,,,,,,"2020-04-30 20:34:07.586112","2020-05-02 16:10:07.497855",,,1
80,1250001003892,"富士商　株式会社",,"山口県山陽小野田市稲荷町10-23_","山口県","山陽小野田市",,,,,,,,,,"2020-04-30 20:34:07.588795","2020-05-02 16:10:07.519493",,,1
81,1250001005385,"コーエー　株式会社",,"山口県下関市一の宮卸本町3-11_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.604522","2020-05-02 16:10:07.532427",,,1
82,5250001005159,"株式会社　エミアス",,"山口県下関市一の宮住吉2-11-17_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.608021","2020-05-02 16:10:07.544644",,,1
83,5250001005159,"株式会社　エミアス",,"山口県下関市一の宮住吉2-11-17_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.610901","2020-05-02 16:10:07.562387",,,1
84,5250001005159,"株式会社　エミアス",,"山口県下関市一の宮住吉2-11-17_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.613827","2020-05-02 16:10:07.579881",,,1
85,3250001011514,"東洋建設　株式会社",,"山口県岩国市元町4-4-13_","山口県","岩国市",,,,,,,,,,"2020-04-30 20:34:07.616887","2020-05-02 16:10:07.59223",,,1
86,1250001003018,"株式会社　宇部スイミングスクール",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.619641","2020-05-02 16:10:07.604313",,,1
87,1250001003018,"株式会社　宇部スイミングスクール",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.623073","2020-05-02 16:10:07.63015",,,1
88,6250005002655,"医療法人　恵裕会",,"山口県宇部市大字西岐波沢波3623-2_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.62723","2020-05-02 16:10:07.641776",,,1
89,6250005002655,"医療法人　恵裕会",,"山口県宇部市大字西岐波沢波3623-2_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.630754","2020-05-02 16:10:07.657967",,,1
90,6250005002655,"医療法人　恵裕会",,"山口県宇部市大字西岐波沢波3623-2_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:34:07.633752","2020-05-02 16:10:07.674618",,,1
91,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.636505","2020-05-02 16:10:07.695076",,,1
92,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.639378","2020-05-02 16:10:07.712651",,,1
93,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.642322","2020-05-02 16:10:07.746123",,,1
94,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.645215","2020-05-02 16:10:07.760832",,,1
95,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.647783","2020-05-02 16:10:07.774545",,,1
96,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.650852","2020-05-02 16:10:07.788109",,,1
97,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.653906","2020-05-02 16:10:07.801653",,,1
98,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.656652","2020-05-02 16:10:07.814791",,,1
99,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.659794","2020-05-02 16:10:07.834469",,,1
100,2250001005855,"株式会社　ニッシンコーポレーション",,"山口県下関市卸新町7-1_","山口県","下関市",,,,,,,,,,"2020-04-30 20:34:07.663119","2020-05-02 16:10:07.848544",,,1
101,3250001005400,"株式会社　コウミ",,"山口県下関市長府港町12-6_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.25645","2020-05-02 16:10:07.864843",,,1
102,4250005000652,"萩山口信用金庫",,"山口県山口市道場門前1-5-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.262299","2020-05-02 16:10:07.875851",,,1
103,7250001003210,"サンヨーコンサルタント　株式会社",,"山口県宇部市大字西岐波宇部臨空頭脳パ―ク8_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.26633","2020-05-02 16:10:07.886539",,,1
104,8250001012425,"カワノ工業　株式会社",,"山口県柳井市柳井1740-1_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:35:06.270143","2020-05-02 16:10:07.896703",,,1
105,8250001012425,"カワノ工業　株式会社",,"山口県柳井市柳井1740-1_","山口県","柳井市",,,,,,,,,,"2020-04-30 20:35:06.274158","2020-05-02 16:10:07.910698",,,1
106,4250005004752,"深川養鶏農業協同組合",,"山口県長門市東深川1859-1_","山口県","長門市",,,,,,,,,,"2020-04-30 20:35:06.277757","2020-05-02 16:10:07.930045",,,1
107,2250001008305,"ナカケン　株式会社",,"山口県長門市東深川1005_","山口県","長門市",,,,,,,,,,"2020-04-30 20:35:06.282083","2020-05-02 16:10:07.94237",,,1
108,9250005004772,"医療法人社団　成蹊会",,"山口県長門市東深川888_","山口県","長門市",,,,,,,,,,"2020-04-30 20:35:06.285107","2020-05-02 16:10:07.95367",,,1
109,8250001004018,"株式会社　ピージーシステム",,"山口県宇部市松島町18-10太陽生命宇部ビル2F","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.288162","2020-05-02 16:10:07.964631",,,1
110,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.291146","2020-05-02 16:10:07.975567",,,1
111,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.293947","2020-05-02 16:10:07.990206",,,1
112,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.297314","2020-05-02 16:10:08.005079",,,1
113,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.301107","2020-05-02 16:10:08.027024",,,1
114,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.305466","2020-05-02 16:10:08.041465",,,1
115,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.308415","2020-05-02 16:10:08.058889",,,1
116,1250001007381,"株式会社　ホームケアサービス山口",,"山口県下関市長府才川1-35-21_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.31161","2020-05-02 16:10:08.074219",,,1
117,9250001000008,"株式会社　秋川牧園",,"山口県山口市仁保下郷317_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.315769","2020-05-02 16:10:08.084963",,,1
118,9250001000008,"株式会社　秋川牧園",,"山口県山口市仁保下郷317_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.318946","2020-05-02 16:10:08.099155",,,1
119,3250001003890,"富士産業　株式会社",,"山口県山陽小野田市稲荷町10-23_","山口県","山陽小野田市",,,,,,,,,,"2020-04-30 20:35:06.322127","2020-05-02 16:10:08.121857",,,1
120,5250001002957,"株式会社　岩国スイミングセンター",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.325203","2020-05-02 16:10:08.135929",,,1
121,5250001002957,"株式会社　岩国スイミングセンター",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.328605","2020-05-02 16:10:08.155568",,,1
122,5250001003690,"山口スイムサービス　株式会社",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.333019","2020-05-02 16:10:08.167838",,,1
123,5250001003690,"山口スイムサービス　株式会社",,"山口県宇部市明神町3-1-1_","山口県","宇部市",,,,,,,,,,"2020-04-30 20:35:06.337074","2020-05-02 16:10:08.184617",,,1
124,9250001008141,"株式会社　エヌティーエー旅行",,"山口県萩市大字土原165-1_","山口県","萩市",,,,,,,,,,"2020-04-30 20:35:06.340067","2020-05-02 16:10:08.196752",,,1
125,7250001005578,"株式会社　新日配薬品",,"山口県下関市新垢田北町2-16_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.342995","2020-05-02 16:10:08.209013",,,1
126,3250005000190,"公益財団法人　山口県予防保健協会",,"山口県山口市吉敷下東3-1-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.347426","2020-05-02 16:10:08.231144",,,1
127,3250005000190,"公益財団法人　山口県予防保健協会",,"山口県山口市吉敷下東3-1-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.350304","2020-05-02 16:10:08.256158",,,1
128,3250005000190,"公益財団法人　山口県予防保健協会",,"山口県山口市吉敷下東3-1-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.353244","2020-05-02 16:10:08.272489",,,1
129,3250005000190,"公益財団法人　山口県予防保健協会",,"山口県山口市吉敷下東3-1-1_","山口県","山口市",,,,,,,,,,"2020-04-30 20:35:06.356374","2020-05-02 16:10:08.286271",,,1
130,5250005004322,"社会福祉法人　ふたば園",,"山口県萩市三見3852-1_","山口県","萩市",,,,,,,,,,"2020-04-30 20:35:06.359154","2020-05-02 16:10:08.296685",,,1
131,5250005004322,"社会福祉法人　ふたば園",,"山口県萩市三見3852-1_","山口県","萩市",,,,,,,,,,"2020-04-30 20:35:06.363933","2020-05-02 16:10:08.310375",,,1
132,4250001010192,"株式会社　銀柳",,"山口県光市浅江5-16-13_","山口県","光市",,,,,,,,,,"2020-04-30 20:35:06.367872","2020-05-02 16:10:08.327925",,,1
133,6250001010315,"株式会社　ファノス",,"山口県光市島田2-23-10_","山口県","光市",,,,,,,,,,"2020-04-30 20:35:06.370964","2020-05-02 16:10:08.338543",,,1
134,1250001013215,"株式会社　いのけん",,"山口県下関市豊北町大字神田上6950_","山口県","下関市",,,,,,,,,,"2020-04-30 20:35:06.374185","2020-05-02 16:10:08.348689",,,1
135,7250001008085,"松村建設　株式会社",,"山口県萩市大字椿東385-8_","山口県","萩市",,,,,,,,,,"2020-04-30 20:35:06.377506","2020-05-02 16:10:08.360833",,,1
136,7250001008143,"萩本陣　株式会社",,"山口県萩市大字椿東385-8_","山口県","萩市",,,,,,,,,,"2020-04-30 20:35:06.382411","2020-05-02 16:10:08.37103",,,1
